month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,id,zip_code
202002,92111,"san diego, ca",1105,744,-422,-179,85.887709,93.97090936007994,77.80450793885784,23,-0.061224489795918324,-1.5,0.06976744186046502,1.5,-56,-0.08763897972531065,0.420748764954467,1.7603,699000,0.03555555555555556,0.19487179487179485,2.2556,0,11,92111
202003,92111,"san diego, ca",1105,330,414,346,90.825057,95.54365212215899,86.10646133244057,17.5,-0.23913043478260865,-5.5,-0.39655172413793105,-11.5,-41,0.13841358890447242,0.4917808968873514,2.2545,679000,-0.028612303290414864,0.22670727300882687,2.1219,0,11,92111
202004,92111,"san diego, ca",1105,745,-415,-140,85.162594,91.37072933428134,78.95445870598361,30,0.7142857142857142,12.5,0.36363636363636354,8,-32,-0.09058040266654999,0.3119341279099155,1.8367,684500,0.008100147275404979,0.2535154155057622,2.1322,1,11,92111
202005,92111,"san diego, ca",1105,415,330,158,87.435459,96.28914230526355,78.58177630845809,18,-0.4,-12,-0.23404255319148937,-5.5,-53,0.20217479883421818,0.6246673327037113,1.7939,595000,-0.13075237399561723,-0.015552614162806067,1.803,0,11,92111
202006,92111,"san diego, ca",1105,293,122,489,89.743685,95.9727293048208,83.51464123388719,15.5,-0.13888888888888884,-2.5,-0.38,-9.5,-53,0.2430698771900488,1.5613410473223555,2.0663,680000,0.1428571428571428,0.0795364343546594,1.9857,0,11,92111
201708,92111,"san diego, ca",1105,17,,,97.407516,98.17410077207363,96.64093087928573,15,,,,,-51.5,,,3.4623,529888,,,1.8992,0,11,92111
201709,92111,"san diego, ca",1105,33,,,97.071587,97.25028263010101,96.89289230881441,19,,,,,-52,,,3.6253,549000,,,1.9711,0,11,92111
201710,92111,"san diego, ca",1105,54,,,96.486734,96.88929551692588,96.08417200365965,23,,,,,-51.5,,,3.2897,569944,,,2.0538,0,11,92111
201711,92111,"san diego, ca",1105,51,,,97.092298,98.61590425141347,95.56869079961818,15,,,,,-62.5,,,3.2807,596997.5,,,2.1709,0,11,92111
201712,92111,"san diego, ca",1105,162,,,95.194609,95.34558309091578,95.04363515852266,36,,,,,-49,,,3.2763,599000,,,2.2095,0,11,92111
201801,92111,"san diego, ca",1105,80,,,97.325491,97.8766692560944,96.77431287685422,17,,,,,-73,,,4.0346,542000,,,1.9958,0,11,92111
201802,92111,"san diego, ca",1105,105,,,96.165667,97.25616529660076,95.07516848107828,15,,,,,-69.5,,,3.3571,599500,,,2.1623,1,11,92111
201803,92111,"san diego, ca",1105,250,,,93.629905,96.96679673120812,90.29301332548037,15,,,,,-50,,,2.5779,630000,,,2.1799,1,11,92111
201804,92111,"san diego, ca",1105,329,,,91.951184,96.49730845807831,87.40505862399527,15,,,,,-44.5,,,2.3085,607450,,,2.0386,1,11,92111
201805,92111,"san diego, ca",1105,517,,,89.662021,92.4239638115553,86.90007723143687,22,,,,,-35,,,2.2138,599000,,,1.9973,1,11,92111
201806,92111,"san diego, ca",1105,225,,,92.803984,98.12484039254315,87.48312721170333,11,,,,,-46,,,2.2148,629888,,,2.0996,0,11,92111
201807,92111,"san diego, ca",1105,678,,,86.10278,96.46305779078274,75.74250182882224,19.5,,,,,-40,,,1.6445,630000,,,2.1007,1,11,92111
201808,92111,"san diego, ca",1105,1260,-582,-1243,80.390118,95.642653820889,65.13758119845266,22.5,0.15384615384615374,3,0.5,7.5,-39.5,-0.19582500370839662,-0.5258927524407737,1.3512,589000,-0.06507936507936507,0.11155564949574259,1.9683,1,11,92111
201809,92111,"san diego, ca",1105,1052,208,-1019,81.830745,95.12310433865512,68.53838600574608,26,0.15555555555555545,3.5,0.368421052631579,7,-39,-0.01187551976968293,-0.5273194166287828,1.4299,574000,-0.025466893039049254,0.04553734061930781,1.9197,1,11,92111
201810,92111,"san diego, ca",1105,488,564,-434,86.764115,93.96693309974816,79.56129785758604,30,0.15384615384615374,4,0.30434782608695654,7,-38.5,0.22852776550301956,-0.38838249582928486,1.7811,612400,0.06689895470383278,0.07449152899232203,2.0482,1,11,92111
