month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,id,zip_code
201810,94116,"san francisco, ca",1506,28,-21,-25,95.824665,97.83933720208768,93.80999306544034,19,0.1875,3,0.8095238095238095,8.5,-49.5,-0.21038321558552764,-0.2704658876513907,2.7567,1295000,0,0.04435483870967749,4.3311,1,13,94116
201811,94116,"san francisco, ca",1506,93,-65,-80,93.311239,95.5835500054931,91.03892774746402,30.5,0.605263157894737,11.5,0.5641025641025641,11,-41,-0.13556362290074764,-0.4316383085664828,2.4573,1394475,0.07681467181467183,0.010489130434782501,4.6755,1,13,94116
202006,94134,"san francisco, ca",3062,951,-827,-856,81.845615,91.23016168690857,72.46106847477833,25.5,0.020000000000000018,0.5,0.10869565217391308,2.5,-43,-0.34618706198121185,0.09124611130314553,1.6028,998500,0.008585858585858697,0.11191536748329622,2.9158,0,27,94134
202007,94134,"san francisco, ca",3062,1755,-804,-1656,74.552721,82.58693459828932,66.518507451537,33.5,0.3137254901960784,8,0.21818181818181825,6,-24,-0.006871179802546035,0.047778935395192956,1.4415,1060000,0.06159238858287441,0.11932418162618785,3.0372,1,27,94134
202008,94134,"san francisco, ca",3062,1413,342,-1375,77.592441,91.70269867302818,63.48218279409572,21,-0.3731343283582089,-12.5,-0.25,-7,-32,0.023065588067242127,-0.18926420617030582,1.3712,999000,-0.0575471698113208,-0.034649364991717224,2.8543,0,27,94134
202009,94134,"san francisco, ca",3062,1139,274,-1131,80.362264,85.46415094339622,75.26037735849057,26.5,0.26190476190476186,5.5,0.29268292682926833,6,-24.5,0.21159611992945315,0.04347991190096434,1.7076,1099500,0.10060060060060061,0.06246548868028712,3.1414,1,27,94134
202010,94134,"san francisco, ca",3062,2350,-1211,-2249,70.266556,81.2281164112797,59.30499604683559,30,0.13207547169811318,3.5,0.27659574468085113,6.5,-21,-0.28967766773095616,0.1886395596206778,1.265,1100000,0.0004547521600728466,0.11336032388663964,3.1429,1,27,94134
202011,94134,"san francisco, ca",3062,2680,-330,-2618,68.40609,72.9413111501183,63.87086926658018,41.5,0.3833333333333333,11.5,0.537037037037037,14.5,-15,0.03608729259918397,0.1426291582411483,1.3741,918995,-0.16454999999999997,0.022241379310344866,2.6313,1,27,94134
202012,94134,"san francisco, ca",3062,2335,345,-2288,71.343077,80.65753634864005,62.02861855986497,42.5,0.024096385542168752,1,0.07594936708860756,3,-21.5,0.019458155856098003,-0.1718064933863659,1.3083,1038000,0.12949471977540683,0.1611465595160324,3.0439,0,27,94134
202101,94134,"san francisco, ca",3062,4117,-1782,-3746,60.215692,63.10627538119684,57.32510918703547,62,0.45882352941176463,19.5,0.1071428571428572,6,-9,0.4187056688843682,-0.07536678284834242,1.2079,879000,-0.15317919075144504,-0.022246941045606206,2.5861,0,27,94134
